Country,Title,Variety,City,Lat,Lng,PriceAverage,PointsAverage,Price Average,Points Average
Italy,Fattoria Bagnolo 2010 Capro Red (Colli della Toscana Centrale),Red Blend,impruneta,43.69,11.23,53.0,87,53.0,87
US,Bloomfield 2007 Pinot Noir (San Francisco Bay),Pinot Noir,brentwood,37.93,-121.69,25.0,84,25.0,84
Italy,Renzo Marinai 2010 Gran Selezione  (Chianti Classico),Sangiovese,impruneta,43.55,11.29,79.0,88,79.0,88
South Africa,Vondeling 2013 Sauvignon Blanc (Paardeberg),Sauvignon Blanc,paarl,-33.6,18.86,14.0,88,14.0,88
US,Highland Oaks 2011 16 Crows Cuvée Grenache-Syrah (Santa Ynez Valley),Grenache-Syrah,westlake village,34.1,-118.81,35.0,88,35.0,88
Italy,Salicutti 1999  Rosso di Montalcino,Sangiovese,montepulciano,43.02,11.52,33.0,90,33.0,90
New Zealand,Mount Riley 2001 Sauvignon Blanc (Marlborough),Sauvignon Blanc,seddon,-41.53,174.0,15.0,90,15.0,90
Italy,Luigi Voghera 2011 Basarin  (Barbaresco),Nebbiolo,alba,44.72,8.09,60.0,88,60.0,88
France,Domaine du Clos d'Alari 2011 Grand Clos Rosé (Côtes de Provence),Rosé,draguignan,43.5,6.29,21.0,90,21.0,90
France,Domaine Saint-Aix 2011 Aix Rosé (Coteaux d'Aix-en-Provence),Rosé,pertuis,43.66,5.69,19.0,90,19.0,90
Spain,Cuatro Pasos 2015 Pizarras de Otero Mencía (Bierzo),Mencía,ponferrada,42.6,-6.72,13.0,88,13.0,88
France,Château Merlet 2016  Bordeaux Blanc,Bordeaux-style White Blend,gradignan,44.73,-0.58,10.0,88,10.0,88
US,Brushstroke 2010 Cabernet Franc (Monterey County),Cabernet Franc,rapid city,43.95,-103.52,17.0,85,17.0,85
France,Château de Fleurie 2015  Fleurie,Gamay,macon,46.2,4.7,22.0,91,22.0,91
France,Château Réal d'Or 2015 Collection Rosé (Côtes de Provence),Rosé,draguignan,43.32,6.33,18.0,88,18.0,88
France,Cellier Saint-Sidoine 2015 Coste Brulade Rosé (Côtes de Provence),Rosé,sollies-pont,43.29,6.13,18.0,87,18.0,87
Italy,La Bollina 2015  Gavi,Cortese,novi ligure,44.72,8.84,25.0,87,25.0,87
Germany,Saint M 2012 Riesling (Pfalz),Riesling,morbach,49.92,7.07,12.0,86,12.0,86
Spain,Celler Cooperatiu de Gandesa 2014 Somdinou White (Terra Alta),White Blend,tortosa,41.05,0.44,16.0,88,16.0,88
France,Château Greysac 2010  Médoc,Bordeaux-style Red Blend,royan,45.37,-0.87,22.0,89,22.0,89
Argentina,Budeguer 2013 Cuatro Mil Chardonnay (Mendoza),Chardonnay,lujan,-33.15,-68.89,29.0,85,29.0,85
France,Château Alta Gaïa 2015  Bordeaux Blanc,Bordeaux-style White Blend,libourne,44.79,-0.06,19.0,85,19.0,85
France,Château Haut Pingat 2014  Bordeaux,Bordeaux-style Red Blend,saint-medard-en-jalles,45.24,-0.77,13.0,85,13.0,85
Italy,Reverdito 2012  Barolo,Nebbiolo,bra,44.66,7.91,25.0,85,25.0,85
France,Château Meyre 2014  Haut-Médoc,Bordeaux-style Red Blend,saint-medard-en-jalles,45.03,-0.77,25.0,87,25.0,87
France,Etablissements Thunevin 2014 Domaine Virginie Thunevin  (Bordeaux),Bordeaux-style Red Blend,libourne,44.9,-0.16,13.0,87,13.0,87
Spain,Bodegas Perica 2015 Olsgosa Viura (Rioja),Viura,miranda de ebro,42.5,-2.75,13.0,87,13.0,87
Italy,Fidora 2010 Monte Tabor  (Amarone della Valpolicella),Red Blend,cavarzere,45.19,12.04,60.0,89,60.0,89
France,Schlumberger 2013 Les Princes Abbés Pinot Gris (Alsace),Pinot Gris,guebwiller,47.91,7.21,18.0,89,18.0,89
Italy,Livia Fontana 2009 Riserva  (Barolo),Nebbiolo,alba,44.62,7.96,70.0,92,70.0,92
France,Château Saint Ahon 2011  Haut-Médoc,Bordeaux-style Red Blend,blanquefort,44.93,-0.63,24.0,88,24.0,88
US,Ward Johnson Winery 2006 Merlot (Red Mountain),Merlot,seattle,47.63,-122.38,30.0,85,30.0,85
Portugal,Caves da Cerca 2008 Famega White White (Vinho Verde),Portuguese White,teloes,41.29,-8.1,8.0,85,8.0,85
Portugal,Colinas de São Lourenço 2008 Rosé Red (Bairrada),Portuguese Red,sangalhos,40.44,-8.52,8.0,85,8.0,85
US,Holmes Harbor Cellars 2006 Chardonnay (Yakima Valley),Chardonnay,port townsend,48.04,-122.54,24.0,85,24.0,85
US,Glaser 2013 Cabernet Franc (Southern Oregon),Cabernet Franc,roseburg,43.27,-123.43,20.0,87,20.0,87
France,Yves Giroux 2014 Au Bucher  (Pouilly-Loché),Chardonnay,macon,46.27,4.75,30.0,87,30.0,87
Portugal,Blackett NV Tawny Reserve  (Port),Port,torres vedras,39.05,-9.3,17.0,87,17.0,87
France,Gilles Blanchet 2008  Pouilly-Fumé,Sauvignon Blanc,nevers,47.31,2.96,18.0,87,18.0,87
US,Badger Mountain 2008 Vintners Estate Series Chardonnay (Columbia Valley (WA)),Chardonnay,richland,46.21,-119.29,10.0,87,10.0,87
France,Domaine du Grand Bouqueteau 2008  Chinon,Cabernet Franc,saint-pierre-des-corps,47.41,0.78,15.0,87,15.0,87
US,Raymond Burr 2006 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,healdsburg,38.69,-122.97,38.0,87,38.0,87
France,Château Langoa Barton 2001  Saint-Julien,Bordeaux-style Red Blend,saint-medard-en-jalles,45.16,-0.74,56.0,92,56.0,92
US,Anthill 2005 Tina Marie Vineyard Pinot Noir (Russian River Valley),Pinot Noir,healdsburg,38.67,-122.93,43.0,93,43.0,93
Italy,Ambrogio e Giovanni Folonari 2015 Campo al Mare  (Bolgheri),Red Blend,impruneta,43.63,11.29,32.0,88,32.0,88
US,Coda 2015 Overture Sauvignon Blanc (Santa Barbara County),Sauvignon Blanc,vineland,39.58,-75.0,22.0,88,22.0,88
Italy,Sator 2015 Sileno Red (Toscana),Red Blend,rosignano marittimo,43.44,10.56,30.0,88,30.0,88
France,Domaine de l'Engarran 2014 La Lionne Red (Pays d'Oc),Red Blend,montpellier,43.6,3.81,12.0,88,12.0,88
Germany,Wöhrle 2013 Kirchgasse Lahrer GG Trocken Spätburgunder (Baden),Spätburgunder,lahr,48.34,7.85,62.0,92,62.0,92
US,Broc Cellars 2012 Valdiguié (Solano County Green Valley),Valdiguié,albany,37.88,-122.3,24.0,90,24.0,90
Austria,Artisan Wines DI Franz Scheider 2015 Pure Zweigelt (Burgenland),Zweigelt,neusiedl am see,47.87,16.97,15.0,87,15.0,87
Italy,Cantina Le Grotte 2016 Selva della Rocca Nero di Troia Rosato (Puglia),Rosato,apricena,41.82,15.44,15.0,87,15.0,87
France,Château de Corneilla 2009 Pur Sang Red (Côtes du Roussillon),Rhône-style Red Blend,perpignan,42.63,2.95,23.0,86,23.0,86
Greece,Moraitis 2011 Assyrtiko (Santorini),Assyrtiko,naousa,37.12,25.24,20.0,89,20.0,89
Italy,Fattoria Garbole 2004  Amarone della Valpolicella,"Corvina, Rondinella, Molinara",san martino buon albergo,45.51,11.16,100.0,87,100.0,87
France,Château le Reysse 2010  Médoc,Bordeaux-style Red Blend,royan,45.38,-0.88,28.0,89,28.0,89
US,La Famiglia di Robert Mondavi 1999 Moscato Bianco Moscato (California),Moscato,sonoma,38.44,-122.41,11.0,90,11.0,90
France,Château Mas Neuf 1998 Prestige des Gibelins Red (Costières de Nîmes),Rhône-style Red Blend,frontignan,43.47,3.8,15.0,88,15.0,88
France,Domaine Gramenon 1998 Les Laurentides Red (Côtes du Rhône),Rhône-style Red Blend,valreas,44.42,5.01,16.0,88,16.0,88
France,Domaine des Entrefaux 1999  Crozes-Hermitage,Syrah,tournon-sur-rhone,45.07,4.91,13.0,88,13.0,88
France,Château Pavie Macquin 2007  Saint-Émilion,Bordeaux-style Red Blend,libourne,44.89,-0.15,55.0,90,55.0,90
France,Château Magneau 2007 Cuvée Julien  (Graves),Bordeaux-style White Blend,gradignan,44.67,-0.53,21.0,90,21.0,90
France,Château Fontenil 2009 Barrel sample  (Fronsac),Bordeaux-style Red Blend,libourne,44.96,-0.28,60.0,91,60.0,91
Italy,Valfaccenda 2012  Roero,Nebbiolo,alba,44.81,8.0,33.0,88,33.0,88
Italy,Gabriele Scaglione 2009 Come un volo  (Barbaresco),Nebbiolo,canelli,44.72,8.29,45.0,88,45.0,88
US,Rangeland 2007 Zinfandel (Paso Robles),Zinfandel,atascadero,35.59,-120.82,24.0,87,24.0,87
Spain,Finca Montepedroso 2013 Verdejo (Rueda),Verdejo,medina del campo,41.43,-4.96,18.0,88,18.0,88
Italy,Torre Rosazza 2013 Friulano (Colli Orientali del Friuli),Friulano,cividale del friuli,46.02,13.41,20.0,87,20.0,87
US,Stave 28 2008 Echo Red (California),Red Blend,american canyon,38.18,-122.26,19.0,86,19.0,86
France,Duvernay 2010  Crozes-Hermitage,Syrah,chalon-sur-saone,46.88,4.76,26.0,88,26.0,88
France,Pierre and Charles Sparr 2011 Cuvée Tradition Riesling (Alsace),Riesling,colmar,48.16,7.3,14.0,87,14.0,87
Italy,Schiavenza 2013 Cerretta  (Barolo),Nebbiolo,alba,44.61,8.0,55.0,94,55.0,94
Italy,Pietro Caciorgna 2012 N'Anticchia  (Etna),Red Blend,poggibonsi,43.32,11.09,46.0,85,46.0,85
France,Clos des Menuts 2014 Menuts Fruité  (Bordeaux Blanc),Bordeaux-style White Blend,libourne,44.89,-0.15,12.0,85,12.0,85
France,Cellier des Dauphins 2015 Réserve Rosé (Côtes du Rhône),Rosé,valreas,44.29,4.95,12.0,85,12.0,85
France,Château Gantonnet 2015  Bordeaux Blanc,Bordeaux-style White Blend,libourne,44.81,0.03,14.0,85,14.0,85
France,Château Marjosse 2015  Bordeaux Blanc,Bordeaux-style White Blend,libourne,44.82,-0.24,10.0,85,10.0,85
Italy,Zorzon 2014 Sauvignon (Collio),Sauvignon,cividale del friuli,45.97,13.46,18.0,89,18.0,89
Austria,Alphart 2013 Vom Berg Rotgipfler (Thermenregion),Rotgipfler,guntramsdorf,48.02,16.3,25.0,88,25.0,88
Chile,Tacora 2011 Reserva Pinot Noir (Limarí Valley),Pinot Noir,santiago,-33.54,-70.63,13.0,83,13.0,83
US,Vivo Vino 2009 Cabernet Sauvignon (California),Cabernet Sauvignon,atascadero,35.55,-120.49,12.0,83,12.0,83
US,Idylwood 1998 Founder's Reserve Pinot Noir (Willamette Valley),Pinot Noir,herndon,38.95,-77.37,25.0,86,25.0,86
France,Marc Bredif 2010 Classic  (Vouvray),Chenin Blanc,saint-pierre-des-corps,47.41,0.78,19.0,88,19.0,88
Israel,Odem Mountain 2009 Volcanic Red Dry Merlot (Galilee),Merlot,qiryat shemona,33.19,35.75,27.0,85,27.0,85
France,Château du Barrailh 2010 Cuvée Collection Prestige  (Graves),Bordeaux-style White Blend,bergerac,44.81,0.33,22.0,85,22.0,85
US,C. Donatiello 2006 Maddie's Vineyard Pinot Noir (Russian River Valley),Pinot Noir,healdsburg,38.61,-122.87,61.0,88,61.0,88
Spain,Celler Bartolomé 2004 Primitiu de Bellmont Red (Priorat),Red Blend,tortosa,41.09,0.31,50.0,88,50.0,88
Australia,Jinks Creek 2004 Longford Shiraz (Gippsland),Shiraz,pakenham,-38.0,145.7,36.0,88,36.0,88
Spain,L'Arbossar 2004 Red (Priorat),Red Blend,cambrils,41.21,0.81,112.0,88,112.0,88
Spain,Dibon NV Brut Reserve Sparkling (Cava),Sparkling Blend,sant pere de ribes,41.34,1.7,10.0,88,10.0,88
France,Gilles Morat 2008  Pouilly-Fuissé,Chardonnay,macon,46.31,4.71,28.0,89,28.0,89
France,Domaine de la Garenne 2008  Mâcon-Azé,Chardonnay,sanary-sur-mer,43.19,5.75,18.0,89,18.0,89
Italy,Il Corno 2010 San Camillo Riserva  (Chianti Colli Fiorentini),Sangiovese,montespertoli,43.62,11.15,20.0,89,20.0,89
Portugal,Quinta de Santa Eufemia NV Finest Reserve Tawny  (Port),Port,peso da regua,41.14,-7.74,22.0,88,22.0,88
Italy,Réva 2012 Ravera  (Barolo),Nebbiolo,alba,44.56,7.96,80.0,88,80.0,88
Hungary,Holdvölgy 2013 Vision  (Tokaji),White Blend,mad,48.19,21.28,24.0,88,24.0,88
Italy,Pietro Zardini 2007 Austero  (Valpolicella Superiore Ripasso),"Corvina, Rondinella, Molinara",negrar,45.52,10.9,25.0,87,25.0,87
Italy,Cielo e Terra NV Deor Raboso Rosé Spago Raboso (Delle Venezie),Raboso,arzignano,45.49,11.36,13.0,84,13.0,84
Australia,Cooralook 2010 Pinot Noir (Strathbogie Ranges),Pinot Noir,hastings,-38.28,145.08,16.0,84,16.0,84
Spain,Nabuko 2009 Monastrell-Syrah (Yecla),Monastrell-Syrah,yecla,38.59,-1.08,13.0,84,13.0,84
Italy,Losi 2009 Millennium Gran Selezione  (Chianti Classico),Red Blend,siena,43.36,11.36,40.0,90,40.0,90
Bulgaria,Logodaj 2015 Bijoux White (Thracian Valley),White Blend,kocerinovo,41.99,22.94,19.0,89,19.0,89
Bulgaria,Bratanov 2013 South Sakar Selection Merlot-Syrah (Thracian Valley),Merlot-Syrah,harmanli,41.92,25.92,18.0,89,18.0,89
France,Château du Courlat 2011  Lussac Saint-Émilion,Bordeaux-style Red Blend,libourne,44.96,-0.09,45.0,90,45.0,90
France,Château Haut-Vigneau 2013  Pessac-Léognan,Bordeaux-style Red Blend,gradignan,44.73,-0.6,24.0,90,24.0,90
Italy,Anselmi 2001 San Vincenzo White (Veneto),White Blend,altavilla vicentina,45.52,11.45,10.0,84,10.0,84
Italy,Furlan 2000 Castelcosa Sauvignon Blanc (Friuli Venezia Giulia),Sauvignon Blanc,conegliano,45.88,12.34,12.0,84,12.0,84
Italy,Mottura 2012 Le Pitre Primitivo (Salento),Primitivo,parabita,40.07,18.1,25.0,86,25.0,86
Australia,Gosford 2013 Reserve Shiraz (South Eastern Australia),Shiraz,sydney,-33.4,151.41,11.0,86,11.0,86
France,Domaine du Moulié 2011 Red (Madiran),Red Blend,tarbes,43.61,-0.07,13.0,90,13.0,90
Mexico,El Sombrero 2009 Red (Valle de Guadalupe),Red Blend,el sauzal,32.03,-116.62,108.0,91,108.0,91
Spain,Demencia de Autor 2008 Demencia Mencía (Bierzo),Mencía,ponferrada,42.61,-6.8,65.0,91,65.0,91
South Africa,Hermanuspietersfontein 2011 Nr 3 Sauvignon Blanc (Walker Bay),Sauvignon Blanc,hermanus,-34.41,19.2,18.0,86,18.0,86
France,Château la Brande 2010  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,libourne,44.97,-0.28,22.0,86,22.0,86
France,Château Maison Neuve 2010 Clotilde  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,blanquefort,45.31,-0.6,22.0,86,22.0,86
US,Moonstone 2009 Westside Reserve Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,morro bay,35.57,-121.1,34.0,86,34.0,86
US,De Ponte Cellars 2007 Estate Pinot Noir (Dundee Hills),Pinot Noir,newberg,45.26,-123.06,55.0,91,55.0,91
South Africa,Snow Mountain 2009 Syrah (Western Cape),Syrah,paarl,-33.65,18.99,42.0,90,42.0,90
US,La Voix 2014 So What Rancho San Ysidro Syrah (Ballard Canyon),Syrah,lompoc,34.64,-120.44,40.0,93,40.0,93
France,Château la Marzelle 2014  Saint-Émilion,Bordeaux-style Red Blend,libourne,44.91,-0.19,60.0,93,60.0,93
Australia,Edwards 2007 Semillon-Sauvignon Blanc (Margaret River),Semillon-Sauvignon Blanc,busselton,-33.9,115.03,23.0,82,23.0,82
Argentina,Finca El Retiro 2006 Barrica Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,tucuman,-26.07,-65.97,10.0,81,10.0,81
France,Château des Tours 2015  Brouilly,Gamay,marmande,44.79,0.17,20.0,86,20.0,86
Italy,Pianirossi 2014 Sidus  (Montecucco),Red Blend,roccastrada,42.93,11.36,20.0,86,20.0,86
Italy,Poggio al Tufo 2014 Cabernet Sauvignon (Toscana),Cabernet Sauvignon,montefiascone,42.61,11.7,18.0,86,18.0,86
US,Mountain View 2014 Slippery Slope Vineyard Chardonnay (Russian River Valley),Chardonnay,east stroudsburg,40.96,-75.33,40.0,86,40.0,86
Italy,Peteglia 2010 Riserva  (Montecucco),Sangiovese,roccastrada,42.94,11.47,40.0,86,40.0,86
France,Château Duplessis 2012  Moulis-en-Médoc,Bordeaux-style Red Blend,saint-medard-en-jalles,45.06,-0.78,25.0,92,25.0,92
US,Dauntless 2015 No Man's Land Wädenswil Pinot Noir (Chehalem Mountains),Pinot Noir,forest grove,45.52,-123.11,30.0,86,30.0,86
France,Ernest Rapeneau NV Brut Sélection  (Champagne),Champagne Blend,epernay,49.05,3.97,40.0,85,40.0,85
France,Domaine Sérol 2014 Les Originelles Gamay (Côte Roannaise),Gamay,riorges,46.06,3.91,21.0,86,21.0,86
Italy,Montauto 2015 Pinot Nero (Toscana),Pinot Nero,poggibonsi,43.43,11.05,24.0,89,24.0,89
Italy,I Greppi 2009 Greppicante  (Bolgheri),Red Blend,cecina,43.22,10.58,28.0,91,28.0,91
France,Vieux Château Chauvin 2009  Saint-Émilion,Bordeaux-style Red Blend,libourne,44.92,-0.17,59.0,91,59.0,91
Italy,J. Hofstatter 2002 Kolbenhof Gewürztraminer (Alto Adige),Gewürztraminer,appiano,46.34,11.24,26.0,89,26.0,89
US,Wm. Harrison 2013 Estate Cabernet Franc (Rutherford),Cabernet Franc,sonoma,38.49,-122.42,65.0,86,65.0,86
France,Castelnau NV Brut Rosé  (Champagne),Champagne Blend,castelnau-le-lez,43.63,3.9,55.0,86,55.0,86
Italy,Malgrà 2009 Marvenga  (Barolo),Nebbiolo,nizza monferrato,44.78,8.4,39.0,88,39.0,88
US,Little Vineyards 2011 Syrah (Sonoma Valley),Syrah,sonoma,38.34,-122.5,35.0,87,35.0,87
Germany,Schloss Reinhartshausen 2006 Erbacher Marcobrunn Trockenbeerenauslese Riesling (Rheingau),Riesling,eltville,50.02,8.09,500.0,93,500.0,93
France,Château Laville Haut-Brion 2007  Pessac-Léognan,Bordeaux-style White Blend,talence,44.82,-0.61,580.0,93,580.0,93
US,Ackerman Family Vineyards 2013 Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,napa,38.3,-122.29,75.0,88,75.0,88
Italy,Balia di Zola 2013 Redinoce Riserva Sangiovese (Romagna),Sangiovese,faenza,44.17,11.77,28.0,88,28.0,88
US,Optima 2009 Zinfandel (Dry Creek Valley),Zinfandel,healdsburg,38.6,-122.85,25.0,85,25.0,85
France,Château Lamy 2006 Red (Corbières),Rhône-style Red Blend,narbonne,43.23,2.81,10.0,86,10.0,86
France,A. Margaine NV Brut Rosé  (Champagne),Champagne Blend,reims,49.14,4.19,62.0,88,62.0,88
France,Vignobles Fontan 2015 Lou Campagno Red (Côtes de Gascogne),Bordeaux-style Red Blend,auch,43.79,0.17,10.0,85,10.0,85
Spain,Pinuaga 2013 Nature Tempranillo (Vino de la Tierra de Castilla),Tempranillo,tarancon,39.8,-3.19,16.0,84,16.0,84
France,Château Lagrange 2009  Saint-Julien,Bordeaux-style Red Blend,saint-medard-en-jalles,45.15,-0.77,100.0,94,100.0,94
France,Grand Nicolet 2013 Red (Côtes du Rhône),Rhône-style Red Blend,carpentras,44.21,4.99,16.0,85,16.0,85
France,Chateau Saint Louis 2012 Red (Fronton),Red Blend,montauban,43.9,1.35,17.0,84,17.0,84
France,Domaine de Magnaut 2014 Magnaut Colombard (Côtes de Gascogne),Colombard,tonneins,44.01,0.22,10.0,84,10.0,84
France,Domaine du Rey 2014 Colombard-Sauvignon Blanc (Côtes de Gascogne),Colombard-Sauvignon Blanc,arles,43.69,4.57,12.0,84,12.0,84
US,Ernest 2012 The Bombadier Chardonnay (Russian River Valley),Chardonnay,windsor,38.53,-122.8,38.0,84,38.0,84
Canada,Tantalus Vineyards 2012 Riesling (Okanagan Valley),Riesling,kelowna,49.83,-119.46,25.0,91,25.0,91
Italy,Talosa 2014  Rosso di Montepulciano,Red Blend,montepulciano,43.09,11.78,16.0,86,16.0,86
France,Domaine de Viranel 2015 Trilogie Rosé (Pays d'Oc),Rosé,beziers,43.45,3.07,14.0,86,14.0,86
Portugal,Quinta da Prelada 2002 Late Bottled Vintage  (Port),Port,peso da regua,41.21,-7.71,30.0,85,30.0,85
US,Sand Hill 2007 Durell Vineyard Chardonnay (Sonoma Valley),Chardonnay,greensburg,40.17,-79.55,40.0,85,40.0,85
US,Tamás 2008 Pinot Grigio (Central Coast),Pinot Grigio,livermore,37.66,-121.73,10.0,85,10.0,85
US,Overland 2012 Kick Ranch Ambition Red (Sonoma County),Rhône-style Red Blend,belton,38.83,-94.62,25.0,90,25.0,90
France,Domaine du Vieux Vauvert 2014  Vouvray,Chenin Blanc,sorgues,44.04,4.89,20.0,86,20.0,86
France,La Belle Collection 2016 La Belle Colette Rosé (Côtes de Provence),Rosé,paris,48.86,2.36,13.0,84,13.0,84
US,Ambrose 2015 AMB Rosé (California),Rosé,traverse city,44.62,-86.0,25.0,83,25.0,83
Spain,Las Capas 2015 Red (Calatayud),Red Blend,galdar,28.08,-15.67,11.0,83,11.0,83
Italy,Binomio 2013 Superiore  (Cerasuolo d'Abruzzo),Montepulciano,spoltore,42.43,14.13,20.0,88,20.0,88
US,VinStrata 2008 Pinot Noir (Willamette Valley),Pinot Noir,rapid city,43.95,-103.52,47.0,86,47.0,86
France,Listel 2013 Tête de Cuvée Grain de Gris Rosé (Sable de Camargue),Rosé,lunel,43.53,4.18,10.0,86,10.0,86
Italy,Camerano 2007  Dolcetto d'Alba,Dolcetto,bra,44.61,7.94,20.0,87,20.0,87
France,Château Lagrave Aubert 2012  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,libourne,44.92,-0.27,12.0,84,12.0,84
France,Château Tour Saint-Germain 2012 Excellence  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,blanquefort,45.11,-0.61,28.0,84,28.0,84
France,Château Lauretan 2010  Bordeaux Blanc,Bordeaux-style White Blend,floirac,44.7,-0.37,15.0,86,15.0,86
Italy,Greppi Cupi 2009  Bolgheri,Red Blend,campiglia marittima,43.18,10.58,35.0,86,35.0,86
France,Château Gamage 2011 Selection Exceptionelle  (Bordeaux Supérieur),Bordeaux-style Red Blend,libourne,44.81,-0.07,22.0,85,22.0,85
Austria,Michlits 2012 Biokult Rosé Zweigelt (Niederösterreich),Zweigelt,fertod,47.78,16.94,13.0,85,13.0,85
France,Château de Sadran 2010 Prestige  (Cadillac Côtes de Bordeaux),Bordeaux-style Red Blend,bergerac,44.81,0.33,15.0,87,15.0,87
France,Château Fourchou 2010  Bordeaux Supérieur,Bordeaux-style Red Blend,bergerac,44.81,0.33,12.0,87,12.0,87
France,Château le Bonnat 2010  Graves,Bordeaux-style Red Blend,amboise,47.32,1.07,20.0,87,20.0,87
US,R.H. Phillips 1998 Merlot (Dunnigan Hills),Merlot,woodland,38.8,-122.01,9.0,82,9.0,82
US,Lewis 1997 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,fredericksburg,30.27,-98.46,60.0,96,60.0,96
Italy,Il Cavalierino 2011  Vino Nobile di Montepulciano,Red Blend,montepulciano,43.1,11.75,40.0,86,40.0,86
France,Philippe Girard 2014 Cuvée Silex  (Sancerre),Sauvignon Blanc,beaune,47.06,4.82,30.0,86,30.0,86
US,Block 88 2013 Red (Napa Valley),Red Blend,clermont,28.63,-81.77,26.0,86,26.0,86
Spain,Breca 2014 De Fuego Old Vines Garnacha (Calatayud),Garnacha,calatayud,41.25,-1.7,10.0,86,10.0,86
France,Domaine Alban Roblin 2014  Sancerre,Pinot Noir,gien,47.37,2.8,22.0,86,22.0,86
France,Domaine des Elephants 2014 Sauvignon Blanc (Touraine),Sauvignon Blanc,blois,47.35,1.26,15.0,86,15.0,86
France,Domaines Tatin 2014 Domaine du Tremblay Vin Noble  (Quincy),Sauvignon Blanc,vierzon,47.16,2.08,20.0,86,20.0,86
Spain,Viña Sastre 2013 Flavus Jaen (Ribera del Duero),Jaen,aranda de duero,41.74,-3.87,20.0,86,20.0,86
Spain,Valdelamillo 2012 Crianza  (Rioja),Tempranillo,logrono,42.42,-2.58,13.0,89,13.0,89
France,Château Lécuyer 2014  Pomerol,Bordeaux-style Red Blend,libourne,44.94,-0.19,53.0,92,53.0,92
France,VIgnobles René Renon 2014 Château Charmant  (Margaux),Bordeaux-style Red Blend,blanquefort,45.06,-0.69,30.0,92,30.0,92
Croatia,Suha Punta 2009 Gracin Babić (North Dalmatia),Babić,pag,44.57,14.9,60.0,89,60.0,89
Spain,Verema 2006 Gran Reserva  (Rioja),Tempranillo,barcelona,41.41,2.16,28.0,89,28.0,89
France,Domaine Serres Mazard 2004 Élevé en Fûts de Chêne Red (Corbières),Rhône-style Red Blend,carcassonne,43.05,2.66,13.0,90,13.0,90
Italy,Tenuta Santa Maria 2004 Torre Pieve Chardonnay (Veneto),Chardonnay,negrar,45.5,10.95,37.0,90,37.0,90
France,Roger Luquet 2014 Bois Séguin  (Pouilly-Fuissé),Chardonnay,macon,46.28,4.74,25.0,83,25.0,83
France,Château les Vieux Moulins 2014 Cuvée les Hélices  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,blanquefort,45.21,-0.55,26.0,89,26.0,89
US,Toad Hall 2004 Bodacious Red (Napa Valley),Bordeaux-style Red Blend,paducah,37.01,-88.67,40.0,87,40.0,87
New Zealand,Main Divide 2005 Chardonnay (Waipara Valley),Chardonnay,fairlie,-43.5,170.5,18.0,87,18.0,87
New Zealand,Soho 2011 McQueen Pinot Noir (Central Otago),Pinot Noir,auckland,-36.8,175.07,44.0,92,44.0,92
US,Domaine de la Cote 2012 la Cote Pinot Noir (Sta. Rita Hills),Pinot Noir,lompoc,34.64,-120.44,90.0,92,90.0,92
US,Northwest Cellars 2012 Cordon Grove Vineyard Merlot (Columbia Valley (WA)),Merlot,kingsgate,47.71,-122.18,24.0,84,24.0,84
Argentina,Viamonte 2011 Cabernet Sauvignon (Maipú),Cabernet Sauvignon,lujan,-33.02,-68.89,14.0,84,14.0,84
Spain,Finca las Caraballas 2013 Verdejo (Vino de la Tierra de Castilla y León),Verdejo,logrono,42.38,-2.52,28.0,84,28.0,84
Italy,Dal Forno Romano 2006  Valpolicella Superiore,"Corvina, Rondinella, Molinara",san martino buon albergo,45.49,11.17,140.0,92,140.0,92
US,Merus 2012 Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,santa rosa,38.55,-122.48,160.0,94,160.0,94
England,Hattingley Valley Wines 2010 Blanc de Blancs Chardonnay (England),Chardonnay,basingstoke,51.15,-1.09,45.0,94,45.0,94
Italy,Le Mandolare 2011 Il Roccolo  (Soave Classico),Garganega,san bonifacio,45.45,11.28,22.0,86,22.0,86
Australia,Fonty's Pool 2006 Single Vineyard Viognier (Pemberton),Viognier,collie,-34.29,116.07,15.0,86,15.0,86
France,Château Mazetier 2012 Tradition  (Bordeaux),Bordeaux-style Red Blend,libourne,44.61,-0.18,12.0,86,12.0,86
US,Panache Cellars 2012 Reserve Pinot Noir (Willamette Valley),Pinot Noir,corvallis,44.54,-123.34,30.0,90,30.0,90
Australia,Charles Melton 2009 Richelieu Grenache (South Australia),Grenache,gawler,-34.56,138.97,80.0,90,80.0,90
US,Eaglewood 2012 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,englewood,26.97,-82.32,35.0,83,35.0,83
France,Château les Templiers 2014 Sur Lie  (Muscadet Sèvre et Maine),Melon,libourne,44.93,-0.09,11.0,85,11.0,85
