country,points,price,title,variety,winery,City,Lat,Lng
Spain,85,10.0,Finca del Castillo 2014 Tempranillo (La Mancha),Tempranillo,Finca del Castillo,armilla,36.95,-3.57
Lebanon,89,13.0,Massaya 2013 Le Colombier Red (Bekaa Valley),Red Blend,Massaya,juniyah,34.0,35.82
US,93,34.0,Mark David 2013 Transitus Sauvignon Blanc (Rutherford),Sauvignon Blanc,Mark David,lodi,38.12,-121.37
Spain,93,60.0,Dominio de Berzal 2009 Selección Privada  (Rioja),Tempranillo,Dominio de Berzal,logrono,42.53,-2.68
US,92,48.0,Black Cat 2010 Family Cuvée Red (Napa Valley),Red Blend,Black Cat,napa,38.28,-122.25
Italy,93,180.0,Guastaferro 2011 Primum Riserva  (Taurasi),Aglianico,Guastaferro,san giorgio del sannio,41.01,14.96
France,92,33.0,Laleure-Piot 1998 Premier Cru Les Vergelesses  (Pernand-Vergelesses),Pinot Noir,Laleure-Piot,beaune,47.02,4.84
US,92,78.0,Clark-Claudon 1997 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Clark-Claudon,sonoma,38.5,-122.47
US,92,64.0,Seavey 1997 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Seavey,sonoma,38.51,-122.4
Italy,86,15.0,Cantina Sociale di Dolianova 2010 Dolia  (Cannonau di Sardegna),Cannonau,Cantina Sociale di Dolianova,sinnai,39.36,9.16
Portugal,83,20.0,Ervideira 2008 Conde d'Ervideira Reserva Red (Alentejo),Portuguese Red,Ervideira,reguengos de monsaraz,38.45,-7.62
Spain,82,9.0,Conde de Jauregui 2009 Vendimia Seleccionada  (Rioja),Tempranillo-Garnacha,Conde de Jauregui,miranda de ebro,42.54,-2.84
US,82,18.0,Divine Llama 2007 In a Heart Beat Red (Yadkin Valley),Red Blend,Divine Llama,lewisville,36.22,-80.47
US,89,20.0,Concrete 2012 Old Vine Zinfandel (Lodi),Zinfandel,Concrete,sonoma,38.49,-122.4
France,89,30.0,Domaine Dampt Père et Fils 2013 Beauroy Premier Cru  (Chablis),Chardonnay,Domaine Dampt Père et Fils,auxerre,47.81,3.78
Australia,88,14.0,Mt. Monster 2013 Cabernet Sauvignon (Limestone Coast),Cabernet Sauvignon,Mt. Monster,murray bridge,-36.2,140.32
France,90,50.0,Colin NV Blanche de Castille Premier Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Colin,beaune,46.93,4.74
Italy,88,20.0,Cornaleto NV Brut Sparkling (Franciacorta),Sparkling Blend,Cornaleto,codogno,45.24,9.75
Italy,89,58.0,Il Bosco di Grazia 2012  Brunello di Montalcino,Sangiovese,Il Bosco di Grazia,roccastrada,43.03,11.44
Spain,89,10.0,Vega Montán 2014 Mencía (Bierzo),Mencía,Vega Montán,ponferrada,42.6,-6.79
Italy,88,13.0,Rascioni e Cecconello 2015 Maremmino  (Maremma),Red Blend,Rascioni e Cecconello,orbetello,42.57,11.2
Italy,87,78.0,Emidio Pepe 2003  Montepulciano d'Abruzzo,Montepulciano,Emidio Pepe,monteprandone,42.83,13.78
South Africa,84,10.0,Stellenbosch Hills 2009 Polkadraai Pinotage-Merlot (Polkadraai Hills),Pinotage-Merlot,Stellenbosch Hills,stellenbosch,-33.96,18.8
South Africa,84,11.0,Beyerskloof 2009 Pinotage (Stellenbosch),Pinotage,Beyerskloof,stellenbosch,-33.89,18.82
New Zealand,87,27.0,Margrain 2008 River's Edge Pinot Noir (Martinborough),Pinot Noir,Margrain,waipawa,-41.21,175.47
Italy,87,14.0,Le Manzane 2010 Millesimato 20.10 Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Le Manzane,conegliano,45.93,12.25
Italy,87,20.0,Gaierhof 2010 Pinot Grigio (Trentino),Pinot Grigio,Gaierhof,trento,46.25,11.18
Italy,87,17.0,Borgo Magredo 2010 Brut Millesimato  (Prosecco),Glera,Borgo Magredo,spilimbergo,46.1,12.85
Italy,88,30.0,Draga 2014 Pinot Grigio (Collio),Pinot Grigio,Draga,gorizia,45.98,13.6
Italy,88,22.0,Weinhof Kobler 2014 Klausner Pinot Grigio (Alto Adige),Pinot Grigio,Weinhof Kobler,appiano,46.28,11.21
Italy,88,25.0,Moser 2014 Moscato Giallo (Vigneti delle Dolomiti),Moscato Giallo,Moser,trento,46.11,11.12
South Africa,87,10.0,Douglas Green 2008 Vineyard Creations Shiraz (Western Cape),Shiraz,Douglas Green,paarl,-33.63,18.99
South Africa,87,15.0,Org de Rac 2006 Organic Cabernet Sauvignon (Swartland),Cabernet Sauvignon,Org de Rac,malmesbury,-32.96,18.75
France,90,29.0,Château des Gimarets 2011  Moulin-à-Vent,Gamay,Château des Gimarets,macon,46.2,4.74
US,90,36.0,Cultura 2011 Chronos Red (Yakima Valley),Bordeaux-style Red Blend,Cultura,toppenish,46.43,-120.24
Spain,90,16.0,Monte Pinadillo 2009 Ciranza  (Ribera del Duero),Tempranillo,Monte Pinadillo,aranda de duero,41.65,-3.78
US,88,80.0,Phifer Pavitt 2011 Date Night Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Phifer Pavitt,santa rosa,38.58,-122.55
Italy,88,29.0,Cantine Farro 2013 Le Cigliate Falanghina (Campi Flegrei),Falanghina,Cantine Farro,monte di procida,40.82,14.06
Spain,87,14.0,Viore 2015 Verdejo (Rueda),Verdejo,Viore,medina del campo,41.41,-4.96
Italy,87,38.0,Monogram NV Satén Sparkling (Franciacorta),Sparkling Blend,Monogram,cazzago san martino,45.6,10.01
US,87,20.0,Peju Province 2015 Carnival Colombard (North Coast),Colombard,Peju Province,sonoma,38.46,-122.42
France,87,11.0,Château la Barotte 2015 Cuvée Prestige  (Bordeaux),Bordeaux-style Red Blend,Château la Barotte,lormont,44.99,-0.43
Italy,87,17.0,Antonutti 2013 Sauvignon (Friuli Grave),Sauvignon,Antonutti,tavagnacco,46.05,13.15
Italy,87,43.0,Niedrist 2011 Pinot Nero (Alto Adige),Pinot Nero,Niedrist,appiano,46.46,11.29
France,90,20.0,Château de Roquefort 2011 Corail Rosé (Côtes de Provence),Rosé,Château de Roquefort,aubagne,43.25,5.62
France,90,25.0,Domaine du Deffends 2011 Rosé d'une Nuit Rosé (Coteaux Varois),Rosé,Domaine du Deffends,saint-maximin-la-sainte-baume,43.45,5.83
South Africa,89,35.0,Wildekrans 2009 Barrel Selection Chenin Blanc (Bot River),Chenin Blanc,Wildekrans,hermanus,-34.24,19.2
Canada,92,32.0,Vanessa 2012 Meritage (Similkameen Valley),Meritage,Vanessa,oliver,49.1,-119.71
France,92,55.0,Domaine Lucien Barrot et Fils 2013 La Sousto Red (Châteauneuf-du-Pape),Rhône-style Red Blend,Domaine Lucien Barrot et Fils,sorgues,44.05,4.84
Spain,86,18.0,Estefania 2015 Tilenus Vendimia Mencía (Bierzo),Mencía,Estefania,ponferrada,42.53,-6.68
Italy,86,22.0,Voliero 2014  Rosso di Montalcino,Sangiovese,Voliero,montepulciano,42.99,11.51
New Zealand,84,10.0,Stratum 2010 Chardonnay (Marlborough),Chardonnay,Stratum,amberley,-43.05,172.78
France,86,24.0,Château Haut Canteloup 2015  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Haut Canteloup,blanquefort,45.17,-0.63
France,86,17.0,Domaine de Maison Neuve 2014 Malbec (Cahors),Malbec,Domaine de Maison Neuve,villefranche-sur-saone,46.12,4.68
US,86,22.0,Lodi Estates 2014 Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Lodi Estates,lodi,38.14,-121.27
New Zealand,87,15.0,Discovery 2009 Sauvignon Blanc (East Coast),Sauvignon Blanc,Discovery,seddon,-41.65,174.13
South Africa,87,40.0,Oak Valley 2008 Pinot Noir (Elgin),Pinot Noir,Oak Valley,grabouw,-34.16,19.05
Germany,87,19.0,Melsheimer 2009 Trocken Riesling (Mosel),Riesling,Melsheimer,morbach,50.02,7.12
Italy,89,20.0,Braschi 2015 Campo Mamante Anfora Albana (Romagna),Albana,Braschi,cesena,43.96,12.2
France,89,20.0,Domaine de la Graveirette 2013 Red (Côtes du Rhône),Rhône-style Red Blend,Domaine de la Graveirette,sorgues,44.07,4.91
Australia,92,33.0,Snake and Herring 2014 Karridale Corduroy Chardonnay (Margaret River),Chardonnay,Snake and Herring,busselton,-33.77,115.04
US,92,38.0,Curran 2012 Tempranillo (Santa Barbara County),Tempranillo,Curran,lompoc,34.61,-120.35
Chile,92,35.0,Vik 2011 Milla Cala Red (Cachapoal Valley),Red Blend,Vik,santa cruz,-34.54,-71.23
US,87,52.0,Audelssa 2006 Summit Red (Sonoma Valley),Bordeaux-style Red Blend,Audelssa,sonoma,38.36,-122.53
Spain,91,29.0,Gotín del Risc 2006 Essencia Mencía (Bierzo),Mencía,Gotín del Risc,ponferrada,42.56,-6.72
US,91,100.0,Ghost Block 2010 Single Vineyard Cabernet Sauvignon (Yountville),Cabernet Sauvignon,Ghost Block,sonoma,38.44,-122.4
New Zealand,91,60.0,Pyramid Valley 2010 Earth Smoke Pinot Noir (Canterbury),Pinot Noir,Pyramid Valley,amberley,-42.96,172.61
France,87,14.0,Château La Barotte 2011 Réserve  (Bordeaux),Bordeaux-style Red Blend,Château La Barotte,lormont,44.99,-0.43
US,86,20.0,Auriga 2010 Smokey Ridge Ranch Sangiovese (El Dorado),Sangiovese,Auriga,placerville,38.68,-120.66
France,87,17.0,Abbaye De Tholomies 2005 Red (Minervois),Red Blend,Abbaye De Tholomies,carcassonne,43.3,2.61
Italy,88,38.0,Vadiaperti 2015 Aipierti  (Fiano di Avellino),Fiano,Vadiaperti,atripalda,40.96,14.81
Spain,88,25.0,Rosa Nautica 2016 Albariño (Rías Baixas),Albariño,Rosa Nautica,malgrat de mar,41.64,2.74
France,89,15.0,Familly Valéry 2015 Domaine des Deux Ruisseaux Merlot (Pays d'Oc),Merlot,Familly Valéry,beziers,43.3,3.25
France,90,20.0,Château Belle Coline 2014  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Belle Coline,blanquefort,45.17,-0.61
France,90,22.0,Château Puyanché 2014  Francs Côtes de Bordeaux,Bordeaux-style Red Blend,Château Puyanché,libourne,44.94,-0.01
US,82,20.0,Garfield Estates 2007 V° Viognier (Grand Valley),Viognier,Garfield Estates,clifton,39.11,-108.39
US,82,24.0,Taylor 2007 Nouvelle Génération Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Taylor,napa,38.26,-122.27
France,88,38.0,Cherrier Frères 2014 Les Chailloux Vieilles Vignes  (Sancerre),Sauvignon Blanc,Cherrier Frères,gien,47.35,2.81
France,88,25.0,Domaine A. Cailbourdin 2014 Les Cris  (Pouilly-Fumé),Sauvignon Blanc,Domaine A. Cailbourdin,nevers,47.34,2.93
France,88,30.0,Domaine Paul Thomas 2014 Les Comtesses  (Sancerre),Sauvignon Blanc,Domaine Paul Thomas,gien,47.34,2.79
US,90,45.0,Deovlet 2008 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Deovlet,atascadero,35.56,-120.76
US,90,24.0,Hocus Pocus 2009 Thomson Vineyard Pinot Noir (Carneros),Pinot Noir,Hocus Pocus,lompoc,34.64,-120.44
France,89,24.0,O'Vineyards 2007 Proprietor's Reserve Red (Cabardes),Red Blend,O'Vineyards,carcassonne,43.26,2.34
Italy,88,47.0,Mauro Franchino 2003  Gattinara,Nebbiolo,Mauro Franchino,borgomanero,45.62,8.37
France,88,46.0,Château la Bassonnerie 2007  Pomerol,Bordeaux-style Red Blend,Château la Bassonnerie,bergerac,44.81,0.33
France,90,24.0,Château Bertinerie 2008 Cru Réserve  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Bertinerie,lormont,45.08,-0.41
France,90,80.0,Château Tour Baladoz 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Tour Baladoz,libourne,44.89,-0.14
Australia,90,40.0,Pauletts 2007 Andreas Premium Polish Hill River Shiraz (Clare Valley),Shiraz,Pauletts,gawler,-33.91,138.66
US,90,28.0,Knight Hill 2010 StoneTree Vineyard Cabernet Sauvignon (Wahluke Slope),Cabernet Sauvignon,Knight Hill,toppenish,46.46,-120.31
US,90,65.0,Le Chanceux 2007 Belle Filles Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Le Chanceux,napa,38.3,-122.24
Italy,87,16.0,Poderi Foglia 2012 Conca Bianco White (Galluccio),White Blend,Poderi Foglia,venafro,41.38,14.02
Italy,87,17.0,Traerte 2012  Fiano di Avellino,Fiano,Traerte,atripalda,40.89,14.84
US,87,20.0,Domaine Berrien 2010 Syrah (Lake Michigan Shore),Syrah,Domaine Berrien,benton harbor,41.96,-86.45
US,91,30.0,Marimar Torres 1998 Don Miguel Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Marimar Torres,windsor,38.42,-122.9
US,90,25.0,Sakonnet 1995 Samson Brut  (Southeastern New England),Champagne Blend,Sakonnet,portsmouth,41.53,-71.19
France,89,15.0,Laurens 1996 Clos des Demoiselles Brut Chenin Blanc (Crémant de Limoux),Chenin Blanc,Laurens,beziers,43.53,3.19
Australia,89,29.0,Penny's Hill 2013 The Handshake Chardonnay (Adelaide Hills),Chardonnay,Penny's Hill,victor harbor,-35.25,138.55
France,89,15.0,Pierre-Luc Bouchaud 2016 Le Perd son Pain Sur Lie  (Muscadet Sèvre et Maine),Melon,Pierre-Luc Bouchaud,vertou,47.14,-1.4
Portugal,85,8.0,FVine 2013 White (Vinho Verde),Portuguese White,FVine,agueda,40.57,-8.45
Spain,89,102.0,Raúl Pérez 2011 La Ponitencia Red (Ribeira Sacra),Red Blend,Raúl Pérez,ponferrada,42.53,-6.68
England,89,39.0,Stopham Estate 2011 Brut Prestige Chardonnay (England),Chardonnay,Stopham Estate,littlehampton,50.96,-0.54
Italy,89,20.0,Tenimenti Luigi D'Alessandro 2012 Borgo Syrah (Cortona),Syrah,Tenimenti Luigi D'Alessandro,cortona,43.23,11.92
US,92,110.0,Kelly Fleming 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Kelly Fleming,santa rosa,38.59,-122.55
US,92,85.0,Delgadillo 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Delgadillo,sonoma,38.5,-122.46
US,88,35.0,Clos Pepe 2006 Chardonnay (Sta. Rita Hills),Chardonnay,Clos Pepe,lompoc,34.67,-120.35
Spain,88,38.0,Pesquera 2005 Tinto  (Ribera del Duero),Tempranillo Blend,Pesquera,aranda de duero,41.64,-4.15
Spain,90,15.0,R+ 2012 Crianza  (Ribera del Duero),Tempranillo,R+,miranda de ebro,42.58,-2.85
US,94,65.0,Sherwin Family 1997 Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Sherwin Family,santa rosa,38.53,-122.56
US,94,125.0,Andrus 1997 Reserve Red (Napa Valley),Bordeaux-style Red Blend,Andrus,rapid city,43.95,-103.52
US,94,100.0,Harrison 1997 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Harrison,sonoma,38.49,-122.42
US,93,95.0,Hartwell 1997 Sunshine Vyd Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Hartwell,napa,38.4,-122.34
Portugal,91,25.0,Anselmo Mendes 2015 Muros Antigos Alvarinho (Vinho Verde),Alvarinho,Anselmo Mendes,mozelos,42.09,-8.32
US,86,50.0,Château Élan 2013 Tempranillo (America),Tempranillo,Château Élan,winder,34.1,-83.82
France,84,24.0,Cellier des Chartreux 2013 Domaine Les Hautes Roches  (Tavel),Rosé,Cellier des Chartreux,villeneuve-les-avignon,43.99,4.75
Italy,84,30.0,Burchino 2010 Genius Loci Sangiovese (Toscana),Sangiovese,Burchino,ponsacco,43.52,10.68
France,90,30.0,Philippe Jeannot 2015 Clos des Hâtes  (Santenay),Chardonnay,Philippe Jeannot,beaune,46.98,4.79
South Africa,85,15.0,Noble Hill 2015 Sauvignon Blanc (Simonsberg-Paarl),Sauvignon Blanc,Noble Hill,paarl,-33.83,18.94
France,85,9.0,Domaine du Touja 2015 White (Côtes de Gascogne),White Blend,Domaine du Touja,tarbes,43.77,0.04
France,85,16.0,Château Clément Termes 2016 Les Petits Clément Merlot Duras Red (Côtes du Tarn),Red Blend,Château Clément Termes,gaillac,43.89,1.81
France,85,15.0,Domaine de l'Herré 2015 La Galope Sauvignon Blanc (Côtes de Gascogne),Sauvignon Blanc,Domaine de l'Herré,auch,43.81,0.07
Italy,88,29.0,Case Paolin 2011 Santi Angeli Manzoni (Venezie),Manzoni,Case Paolin,volpago del montello,45.75,12.14
Argentina,88,20.0,Schroeder Estate 2012 Malbec (Patagonia),Malbec,Schroeder Estate,neuquen,-38.58,-68.31
France,90,35.0,Château Laroze 2012 Lady Laroze  (Saint-Émilion),Bordeaux-style Red Blend,Château Laroze,libourne,44.9,-0.18
Portugal,90,17.0,Douro Prime 2010 Inquieto Tinto Touriga Nacional (Douro),Touriga Nacional,Douro Prime,custoias,40.99,-7.06
Argentina,90,15.0,Bodegas Fabre 2014 Phebus Reserva Cabernet Sauvignon (Patagonia),Cabernet Sauvignon,Bodegas Fabre,lujan,-33.04,-68.92
Argentina,82,9.0,El Encanto 2006 Bonarda-Malbec Red (Mendoza),Red Blend,El Encanto,tucuman,-26.06,-65.96
Germany,87,13.0,Heitlinger 2010 Dornfelder (Baden),Dornfelder,Heitlinger,ostringen,49.18,8.78
Portugal,87,20.0,Maçanita Vinhos 2012 Tinto Red (Douro),Portuguese Red,Maçanita Vinhos,vilela,41.16,-7.61
Italy,87,35.0,Gemma 2012 Colarej  (Barolo),Nebbiolo,Gemma,gorizia,45.96,13.47
Germany,87,14.0,Winzer Von Erbach 2014 Weinkeller Erbach Riesling (Rheingau),Riesling,Winzer Von Erbach,eltville,50.02,8.09
Italy,87,50.0,Pier 2007 Vila Riserva  (Barbaresco),Nebbiolo,Pier,negrar,45.54,10.91
Italy,85,9.0,Casetto 2015  Bardolino Classico,Red Blend,Casetto,pescantina,45.52,10.73
France,85,12.0,Château l'Orangerie 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château l'Orangerie,libourne,44.66,-0.11
France,85,19.0,Domaine du Petit Coteau 2013 Sec  (Vouvray),Chenin Blanc,Domaine du Petit Coteau,saint-pierre-des-corps,47.41,0.78
France,85,18.0,Château Blanchereau 2010  Côtes de Bourg,Bordeaux-style Red Blend,Château Blanchereau,blanquefort,45.04,-0.56
France,85,12.0,Château Chai Neuf 2012  Bordeaux,Bordeaux-style Red Blend,Château Chai Neuf,libourne,44.92,-0.19
Spain,85,12.0,Vega Moragona 2010 Tempranillo (Ribera del Júcar),Tempranillo,Vega Moragona,la roda,39.32,-2.26
Australia,83,17.0,Pepper Tree 2006 Reserve Semillon (Hunter Valley),Sémillon,Pepper Tree,cessnock,-32.78,151.31
Australia,83,15.0,Margan 2007 Saignée Rosé Shiraz (Hunter Valley),Shiraz,Margan,singleton,-32.75,151.09
Spain,83,19.0,Diez-Caballero 2001 Reserva  (Rioja),Tempranillo,Diez-Caballero,logrono,42.51,-2.62
Spain,83,11.0,Bodegas Agustín Cubero 2006 Viñas Viejas Garnacha (Calatayud),Garnacha,Bodegas Agustín Cubero,calatayud,41.33,-1.64
England,93,43.0,Exton Park Vineyard NV Rosé Sparkling (England),Sparkling Blend,Exton Park Vineyard,fareham,50.99,-1.15
Spain,90,38.0,Baica 2015 Barricado Organic Monastrell (Jumilla),Monastrell,Baica,jumilla,38.47,-1.33
Portugal,88,27.0,Adega de Penalva 2009 Touriga Nacional (Dão),Touriga Nacional,Adega de Penalva,mangualde,40.65,-7.65
South Africa,90,40.0,Keermont 2009 Red (Stellenbosch),Red Blend,Keermont,somerset west,-34.01,18.89
Spain,88,30.0,La Universal 2009 Dido Red (Montsant),Red Blend,La Universal,cambrils,41.15,0.82
France,88,13.0,Domaine de la Vieille Cure 2013 Sur Lie  (Muscadet Sèvre et Maine),Melon,Domaine de la Vieille Cure,bergerac,44.77,0.53
Spain,87,21.0,Casa Primicia 2008  Rioja,Mazuelo,Casa Primicia,logrono,42.56,-2.59
France,87,11.0,Château Rivensan 2011  Bordeaux,Bordeaux-style Red Blend,Château Rivensan,bergerac,44.81,0.33
France,87,45.0,Château Graves de Pez 2009  Saint-Estèphe,Bordeaux-style Red Blend,Château Graves de Pez,saint-medard-en-jalles,45.26,-0.77
US,90,28.0,Moxy 2011 Grenache (Monterey County),Grenache,Moxy,roseburg,43.21,-123.35
New Zealand,90,30.0,Wild Earth 2010 Pinot Noir (Central Otago),Pinot Noir,Wild Earth,clyde,-45.04,169.12
France,88,12.0,La Grille 2011  Vouvray,Chenin Blanc,La Grille,saumur,47.19,0.25
US,88,39.0,Mikami Vineyards 2010 Zinfandel (Lodi),Zinfandel,Mikami Vineyards,lodi,38.13,-121.33
Argentina,88,23.0,Finca las Nubes 2010 Malbec (Cafayate),Malbec,Finca las Nubes,tucuman,-26.09,-66.01
Australia,84,48.0,Yabby Lake Vineyard 2005 Pinot Noir (Mornington Peninsula),Pinot Noir,Yabby Lake Vineyard,hastings,-38.28,145.08
Italy,90,55.0,Sant Agnese dei F.lli Gigli 2003 Libatio Lunae Red (Toscana),Red Blend,Sant Agnese dei F.lli Gigli,piombino,42.97,10.53
Italy,90,30.0,Fattoria Poggio Capponi 2004 Tinorso Red (Toscana),Red Blend,Fattoria Poggio Capponi,montelupo fiorentino,43.69,11.05
France,86,17.0,Les Vignerons D'Estezargues 2010 Terre de Mistral Red (Côtes du Rhône),Rhône-style Red Blend,Les Vignerons D'Estezargues,beaucaire,43.95,4.64
France,92,60.0,Arnaud de Villeneuve 1985 Ambré White (Rivesaltes),White Blend,Arnaud de Villeneuve,perpignan,42.79,2.91
Italy,86,18.0,San Osvaldo 2007 Pinot Grigio (Lison-Pramaggiore),Pinot Grigio,San Osvaldo,alba,44.65,7.96
France,94,45.0,Château Tronquoy-Lalande 2009  Saint-Estèphe,Bordeaux-style Red Blend,Château Tronquoy-Lalande,saint-medard-en-jalles,45.25,-0.77
Spain,92,55.0,Domini de la Cartoixa 2008 Clos Galena Red (Priorat),Red Blend,Domini de la Cartoixa,cambrils,41.15,0.72
US,92,60.0,Crosby Roamann 2010 Cupiens Videre Lucem Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Crosby Roamann,napa,38.26,-122.27
France,92,37.0,Château de Rousse 2010 Cuvée Prestige  (Jurançon),Petit Manseng,Château de Rousse,bollene,44.32,4.83
US,87,36.0,M by Martellotto 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,M by Martellotto,lompoc,34.63,-120.19
US,87,10.0,Infinity 2008 Red (Central Coast),Rhône-style Red Blend,Infinity,eau claire,44.78,-91.46
Italy,85,25.0,Benito Ferrara 2007  Greco di Tufo,Greco,Benito Ferrara,san giorgio del sannio,41.02,14.82
Austria,90,16.0,Weingut Groiss 2013 Classic Zweigelt (Wagram),Zweigelt,Weingut Groiss,hollabrunn,48.51,16.07
Italy,90,28.0,Fattorie Parri 2009 Tenuta Corfecciano Urbana Riserva  (Chianti Montespertoli),Red Blend,Fattorie Parri,montespertoli,43.64,11.04
Germany,88,17.0,Maringer-Reif 2016 Piesporter Michelsberg Riesling (Mosel),Riesling,Maringer-Reif,wittlich,49.87,6.92
US,88,25.0,Miller Wine Works 2015 Naked Vine Vineyard Grenache Blanc (El Dorado),Grenache Blanc,Miller Wine Works,cameron park,38.39,-120.8
US,88,24.0,Onward 2016 Capp-Inn Ranch Pétillant Naturel Malvasia Bianca (Suisun Valley),Malvasia Bianca,Onward,rapid city,43.95,-103.52
Argentina,88,30.0,Casir Dos Santos 2014 Gran Corte Red (Mendoza),Red Blend,Casir Dos Santos,san martin,-33.03,-68.63
Chile,93,76.0,Enclave 2011 Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Enclave,santa cruz,-34.62,-71.25
US,93,34.0,Aequorea 2013 Spanish Springs Vineyard Pinot Gris (San Luis Obispo County),Pinot Gris,Aequorea,atascadero,35.58,-120.69
France,90,100.0,Château Chantelune 2011  Margaux,Bordeaux-style Red Blend,Château Chantelune,saint-medard-en-jalles,45.06,-0.71
France,90,35.0,Château Franc Pipeau 2010 Descombes  (Saint-Émilion),Bordeaux-style Red Blend,Château Franc Pipeau,libourne,44.87,-0.13
US,90,135.0,Pont de Chevalier 2009 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Pont de Chevalier,cameron park,38.62,-120.93
France,89,49.0,Eric Taillet NV Bansionensi Extra Brut Pinot Meunier (Champagne),Pinot Meunier,Eric Taillet,epernay,49.12,3.8
France,89,50.0,Gallimard Père et Fils NV Cuvée Grande Réserve Brut Chardonnay (Champagne),Chardonnay,Gallimard Père et Fils,troyes,47.98,4.36
Italy,87,25.0,Villa Fiorita 2013  Barbera d'Asti Superiore,Barbera,Villa Fiorita,frascati,41.85,12.7
Uruguay,87,11.0,Bracco Bosca 2015 Ombú Tannat (Atlantida),Tannat,Bracco Bosca,pando,-34.71,-55.85
France,87,22.0,Château le Doyenne 2015  Côtes de Bordeaux,Bordeaux-style Red Blend,Château le Doyenne,floirac,44.75,-0.45
France,87,20.0,Château les Conseillans 2015  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château les Conseillans,floirac,44.77,-0.43
France,87,13.0,Château Tour Saint Germain 2015 Cuvée Moulin  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Tour Saint Germain,blanquefort,45.11,-0.61
US,85,22.0,Anne Amie 2011 Cuvée A Pinot Noir (Willamette Valley),Pinot Noir,Anne Amie,newberg,45.26,-123.13
Italy,85,14.0,Santa Cristina 2012 Rosato (Toscana),Rosato,Santa Cristina,impruneta,43.67,11.28
France,85,19.0,Domaine de Nerleux NV La Folie des Loups Rosé Brut Sparkling (Crémant de Loire),Sparkling Blend,Domaine de Nerleux,saumur,47.19,-0.06
US,85,60.0,Brengman Brothers 2013 Reserve Right Bank Crain Hill Vineyard Red (Leelanau Peninsula),Bordeaux-style Red Blend,Brengman Brothers,traverse city,44.84,-85.67
Italy,85,14.0,Castello della Rosa 2014 Pinot Grigio (Vigneti delle Dolomiti),Pinot Grigio,Castello della Rosa,orvieto,42.8,12.07
Italy,85,19.0,Endrizzi 2014 Pinot Grigio (Trentino),Pinot Grigio,Endrizzi,trento,46.2,11.14
US,87,30.0,Deerfield 2005 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Deerfield,sonoma,38.41,-122.54
France,91,29.0,Domaine le Bout du Lieu 2007 Orbe Noir Malbec (Cahors),Malbec,Domaine le Bout du Lieu,cahors,44.47,1.3
Italy,85,10.0,A-Mano 2011 Pinot Grigio (Delle Venezie),Pinot Grigio,A-Mano,noci,40.79,17.12
US,84,13.0,Once Upon a Vine 2011 Lost Slipper Sauvignon Blanc (California),Sauvignon Blanc,Once Upon a Vine,lakeside,37.59,-77.46
France,87,12.0,Château Moulin de Mallet 2010  Bordeaux,Bordeaux-style Red Blend,Château Moulin de Mallet,libourne,44.81,-0.02
US,87,30.0,Coach House 2010 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Coach House,bellingham,48.72,-122.5
Italy,87,16.0,Tamburini 2008 Il Massiccio Sangiovese (Toscana),Sangiovese,Tamburini,certaldo,43.55,10.99
Italy,89,14.0,Tenuta di Tavignano 2015 Villa Torre  (Verdicchio dei Castelli di Jesi Classico Superiore),Verdicchio,Tenuta di Tavignano,jesi,43.45,13.25
France,88,13.0,Moncigale 2015 Frais et Délicat Rosé (Coteaux d'Aix-en-Provence),Rosé,Moncigale,beaucaire,43.8,4.64
US,84,25.0,Hume 2011 Detour Red (Virginia),Bordeaux-style Red Blend,Hume,front royal,38.81,-78.01
